sentence,label,idx

"China town Lunar New Year Parade, 2019 https://t.co/4HaR8yO7Vz",1,429

"Stories we tell of our city Orlando.
#Repost @RobbingCats (get_repost)
・・・
Loved the display of energy, color and culture at the Dragon Parade and Lunar New Year festival. #lunarnewyear… https://t.co/5U6WqG9lHP",1,430

Fun at the #CNY festival @ChinatownLV - Happy New Year! #YearofthePig #CNY 🐷🐶🐷🐶 https://t.co/GgJEXiGRJK,1,431

"Los chinos y sus vainas  🧧

Happy Chinese New Year ! @ Chinatown, Boston https://t.co/gqmsOQiDWc",1,432

"Today on increasing with God, rest!!! Shabbat Shalom. God is love, happy new year blessings and love!!!",1,433

"Lunar New Year Festival! Southern Cali #losangles #ChineseNewYear #boba #chalkart #foodslab @ San Gabriel, California https://t.co/JIrQvgKenb",1,434

🎊💥🎉 Lunar New Year vibes! This confetti sparks joy! 🎊💥🎉 #fittingin #somuchfun #happy #lunarnewyear #chinatown #confetti #sparkles #colorful #celebrating #sparkjoy #chinesenewyear… https://t.co/FyG7SDQVTl,1,435

"👘Fabulous Sunday afternoon celebrating “The Lunar New Year” with My Okinawa Family!!! #okinawakinjinkai #funmoments #homecountry 

Amazing how many military… https://t.co/eC4yh9Mm3r",1,436

👘Fabulous Sunday afternoon celebrating “The Lunar New Year” with My Okinawa Family!!! Willie Billups family &amp; Me!! #okinawakinjinkai #funmoments #homecountry… https://t.co/HdGwmEOe0V,1,437

"At the Chinese New Year Parade @nycgov. @SenSchumer over the megaphone, “The only wall we need is the Great Wall of China.” #ChineseNewYear #Chinatown #Parade #NYC https://t.co/tegqdhH1wC",1,438

20th NYC Lunar New Year Parade https://t.co/auPFMwzI3V,1,439

"Dragon dance in the Chinese New Year Parade this afternoon.
~~~
#nyc #chinatown #chinesenewyear #parade #chinesenewyearparade @ Chinatown, Manhattan https://t.co/2KMqHukM7w",1,440

"Come check out our new digs &amp; celebrate the Lunar New Year with us, Saturday, February 23 @ 7pm! #nycyoga #newyorkyoga https://t.co/AgkMEfCcG4",1,441

"We are proud to march with NYC Lunar New Year for All annually to make sure every member in our community is seen and welcomed in our community, while supporting their mission of dismantling homophobia in our communities 🌈❤️

#LunarNewYear #NYC #AAPI #LGBTQ #LunarNewYearForAll https://t.co/hneldLcSnT",1,442

For those of you who weren’t able to make it to the lunar new year celebration I put together a nice piece for the celebration in Squirrelhill today please enjoy on #Fox53 #Pittsburgh @TribLIVE @WPXIScott @dvesean @billpeduto @wpxi @DavidWPXI #wpxi https://t.co/nqeZj1ZUMZ,1,443

"Happy Chinese New Year 2019! @ League City, Texas https://t.co/od9dI9tK2U",1,444

"🇺🇸 Golden Gate Bridge 🇺🇸

#M❤️ #love #lifestyle #travel #holidays #USA #sanfrancisco à Golden Gate Bridge, California https://t.co/6zhy7ukGh8",1,445

"🏮HAPPY CHINESE NEW YEAR🏮 #gunghayfatchoy 
.
💛🐷Wishing you &amp; your family good health &amp; prosperity for the Year of The Golden Pig! Celebrate the new, honor the past, embrace the… https://t.co/rF2FwGm6Lh",1,446

"What a LUCKY way to celebrate Chinese/Lunar New Year: by running into my TWO FAVORITE REPRESENTATIVES, Congresswoman Dina Titus @repdinatitus and Senator Catherine Cortez… https://t.co/DbKqyeQ6to",1,447

Doing it right. Lunar New Year celebration. @ Peking Tavern 北京樓 https://t.co/8wC1LVZfJq,1,448

"Today I took a trip to Chinatown to celebrate the Chinese New Year. What ended up making my day was running into one of my favorite YouTubers.

https://t.co/ifAd0mhiug",1,449

Celebrating Lunar New Year at the Chinatown Gate in San Francisco w/ @ElishevaKlein https://t.co/uaw3MXJDVi,1,450

Yee Sang. A Chinese New Year tradition that began in my hometown Seremban back in the 1940s. It’s a raw fish salad in which every ingredient has an auspicious meaning. Back home in… https://t.co/GwvJAjj7e2,1,451

Elimination Chamber 2019 results:  Sasha Banks &amp; Bayley make history in chaotic Tag Team Elimination Chamber Match https://t.co/5nSwSbJ69o via @wwe HAPPY PRESIDENTS’ DAY WWE! HAPPY NEW YEAR 2019 WWE!,1,452

My thoughts in @orlandosentinel this week. https://t.co/44Nr9RUV4M #Medicare @SMurphyCongress https://t.co/X24k7N6lcU,1,453

Shaolin and Nina performing at today's Chinese New Year Festival Celebration at the Chinatown Mall! #china #happychinesenewyear #BKSS #shaolinkungfuchanschool #celebration #performance #love https://t.co/lrhloTpJU8,1,454

"📌 Cree en ti, no hay nada más sexy que una mujer que se ama así misma ... (Legarda) 🖊
.
.
.
#holidays #instamoment #legarda #me #loveyourself #write #picoftheday #photography #guanajuato… https://t.co/MdchD5EZT4",1,455

How do we celebrate the Chinese New Year and our Hepatology paper getting published? With Wang Lab Dim Sum of course! #pediatricsurgery #labfamily #researchlife #dimsum #CHLAalltheway @kasperwang https://t.co/AFWXFLuaQp,1,456

Decorated for one of my favorite #holidays today: #StPatricksDay https://t.co/y4GdfoqwrP,1,457

LOOOL my bf’s mom really venmo’d me lunar new year money😭😭😂,1,458

"cc: @usbank, see how AFP uses the term Lunar New Year? https://t.co/LvA13k5LFM",1,459

"Happy new year New York! And everybody around the world 🌍 #cny2019 #新年快乐 @ New York, New York https://t.co/JRxlb4oBWB",1,460

"Dear U.S. Bank, this festival is celebrated more than just the Chinese. For global use we called it Lunar New Year, it is the beginning of a year whose months are coordinated by the cycles of the moon. I’m sure many of your customers celebrate this tradition, not just the Chinese https://t.co/vJcMEKSgLr",1,461

"Wonderful @OCACleveland, Asian Pacific American Advocates, Lunar New Year Dinner featuring the spectacular Kwan Lion Dance. Delicious 10-course Chinese banquet. #KwanPower #LionDance #OCAGC #AsiaTownCLE #ThisIsCLE #cleveland #LunarNewYear #ChineseNewYear #chinesefood https://t.co/BZg3sfGyws",1,462

"DFW OKINAWA KINJINKAI LUNAR NEW YEAR CELEBRATION. Such A Fantastic day with My Okinawa Family full of laughter, dancing, great food &amp; wonderful company. #okinawajapan https://t.co/ghQXuvM3PR",1,463

"A Day in #NYC at the Chinese New Year parade and wandering through downtown. @ New York, New York https://t.co/exMsexr9bN",1,464

"The Chinese New Year Parade @ Chinatown, Manhattan https://t.co/4yqiHdoahp",1,465

"What a fun Sunday Adventure!! 
Roaming around the Chinese New Year festival year of the 🐷 in downtown San Diego enjoying the little things 😆😆😆 mmh donuts 🍩 
.
.
#chinesenewyear2019… https://t.co/bCJD5Q7muh",1,466

text,1,467

"Chinese New Year is just around the corner - beginning on Feb 5. And the Chinese Students and Scholars will be hosting a series of events to celebrate starting Friday, Feb. 8. #OzarksTonight",1,468

@arenak Karen!!!! Happy new year!! Miss you and we are overdue for a catch up 💕,1,469

"Chai Sticky Toffee Pudding &amp; Lunar New Year (@ Van Leeuwen Artisan Ice Cream in New York, NY) https://t.co/OG9ZPDyNu9 https://t.co/FOX6Avt7YS",1,470

"January: sending emails I don't feel like sending, but at least for 31 days I have license to start them with 'Happy New Year!'",1,471

Happy New Year - Japanese Style  https://t.co/s3PcW8gKmZ,1,472

@mmcmahon1000 @Tiger_Updates15 Happy New Year,1,473

"Celebrate Lunar New Year at The Bellevue Collection! We are giving away one $100 gift card to each of the following locations at The Collection @7salon,  @BaronsBellevue, and @Cinemark on our instagram @ bellevuecollection). For more info visit: https://t.co/tYUjAiJ7M5. https://t.co/hCJN4kZqHE",1,474

@RealTimers @billmaher So glad you are back. What a great show. Happy New Year. #EndTheShutdownNow,1,475

"Bowers Museum will be participating Sunday, Feb 3 in conjunction with our Lunar New Year Festival! https://t.co/eQXSqerGmq",1,476

Happy New Year!! Kicking off 2019 with an exciting #giveaway! Enter to win a $25 Visa Gift Card on @LivingtGourmet! https://t.co/8llsg3Yx1R,1,477

#billiejean #thriller #2bad #travel #tour #show #michaeljacksonlive #doublemichaeljacksons #impersonators #holidays #dance #dancer #love #showtime #espectaculo #tributeartist #MjTribute… https://t.co/1JW5t6atUb,1,478

HAPPY NEW YEAR 2019 NEW YORK YANKEES! LET’S GO NEW YORK YANKEES! https://t.co/tvtuE5Kpc7,1,479

@MerchantDaryll Darylllllllll Thank you Darlin!! Happy new year,1,480

"In the past 2018, hampool company has been increasing steadily botn domestic and foreign trade. In the coming 2019, we believe hampool will climb one storey higher -- attain a yet higher goal! Happy new year!!! https://t.co/8dMtzjt6LQ",1,481

@MegaBerlitz I think my standard of skins compared to Riot and Blizzard is biased. But Blood Moon/Firecracker skins are how you do New Year Chinese skins. Don’t @ me,1,482

"Good Morning Everyone! Are you ready for our January 2019 ""SEXY HAPPY NEW YEAR"" Special Pictorial #44 Issue? This is one of our favorite issues because we wanted to show the versatility… https://t.co/Vwhsuo5KBy",1,483

Detroit's only Lunar New year Party https://t.co/2YlhbBFTkZ,1,484

Eventbrite | Korean Lunar New Year Celebration! https://t.co/l8cX9d7Evv,1,485

@jacksoner1 Celebrating the Chinese New Year early in studio with the Lunar New Year Festival organizers. Yay!,1,486

@craignewman NEVER would have happened IN THE DAY without strings attached.............. :-) Happy New Year to ya Craig............Hope all is well with you.............,1,487

@JDaIey thanks for following and happy new year! ✨,1,488

"God is love, beloveds happy new year blessings and love, and again happy hunting!!!",1,489

@JoJoS827 Glad you arrived safely ...happy new year,1,490

@RebeccaJoffrey Hi .... how are you?  Happy New Year!  Have you seen this post.  Data seems to be the new 'black' but really has monumental implications. Instead of privacy; ownership.  https://t.co/9EdmDeasXW https://t.co/YakNHEC8nF,1,491

@mikewoodsfox5 Hey Mike! Just wondering why this happens where we can have zero degrees and 56f in the same week. Is it just coincidence? Happy new year,1,492

@EstebanDaHost Yess long time no see! Happy new year I hope all is well,1,493

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/WmNGNqt8Lz,1,494

"She is unfailingly welcoming, friendly and full of positive energy and knowledge: we cherish our friend and Tweeple @kriyer68 ...happy new year!! 👍🏾❤️🙏🏾 https://t.co/juXZVtHGA0",1,495

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/vrGtV92zSA,1,496

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/ZuzOuzJ9AH,1,497

"@misskma2214 @EDUcre8ive @Jentechnology @WeVideo @krowe1985 If the kids have a short informational summary/script on the Chinese new year by the end of February, we could totally do a green screen project like this! https://t.co/2OoVdlyaR1",1,498

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/vKXs5hpPBF,1,499

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/83RFPx3bVd,1,500

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/pjNETLYNjI,1,501

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/NUyYYlEuVt,1,502

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/nGrbKqO65r,1,503

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/zbwlHJgO2O,1,504

What does a government shutdown mean for those who have cases pending with US immigration? Read more about its affects on your immigration case during this time and how our legal team at Monty &amp; Ramirez LLP can help you to resolve any related issues: https://t.co/BIXohH5cJt https://t.co/HOarIVO3aR,1,505

@pasteloween Gucci made a whole line/collection w vintage cartoon pigs 🐖 On them. Shane Dawson got like all of them. It’s for Chinese New Year 🧧,1,506

"Today on increasing with God, the blessings of the Lord make the rich and with it addeth no sorrow. God is love, happy new year blessings and love!!!",1,507

@caitlin_cash Happy New Year!,1,508

"Happy New Year!!
Back in Downtown 
January 24
FILIPINO Thursday’s in Downtown Honolulu.
Central Pacific Plaza
King &amp; Alakea
10:30-1:30pm @ Central Pacific Bank https://t.co/fu4dg53LOM",1,509

"Happy New Year!!
Back in Downtown 
January 24
FILIPINO Thursday’s in Downtown Honolulu.
Central Pacific Plaza
King &amp; Alakea
10:30-1:30pm @ Central Pacific Bank https://t.co/3HtxHCRboU",1,510

"“I am fond of pigs. Dogs look up to us. Cats look down on us. Pigs treat us as equals.” — Winston Churchill — The Chinese New Year celebrates 2019 as the Year of the Pig, and to honor the… https://t.co/SAsB2xDLPH",1,511

@djstevieb @LeeWilsonMusic @PiffTraxx @CHILLLOVERRADIO @GrooveAffection @traxsource It's an absolute pleasure bro! I hope all is well for you? Happy New Year. Cheers! https://t.co/sWLDddwVZO,1,512

Hanzo's Lunar New Year skin is another good case for why we should put skins on the PTR as well. 😂 @PlayOverwatch,1,513

@SerenaOReeder Happy New Year!!,1,514

New updates on our GameON Chicago website with Overwatch Lunar New Year Event SKIN PREVIEWS 🐖👹🎉and Stream Highlights in “LIVING THE STREAM” ft fellow streamer baka.densetsu670 🐧 😳👏💻📺🙌🎥🔥… https://t.co/7Exsa2WaHg,1,515

"Our 2nd grade scholars did an amazing job performing for the school today. Please come see them in action TONIGHT for the AMA meeting for parents at 5:00pm! 

Happy Lunar New Year! 🎋🐖
新年快乐。地球上的猪年。
@Queinnise https://t.co/Q72XadDdK7",1,516

"Hello Mrs. Burt, Happy New Year To you and Mr. Burt! I believe that it’s time for me to become SVP. https://t.co/TPbbkLgtqH",1,517

@Ruffld Ha me too. Happy New Year 🥳 xx,1,518

@JohnnyEAwesome thanks for following and happy new year! ✨,1,519

WARNING: You officially have seven more days to say “Happy New Year.”,1,520

Great time celebrating Lunar New Year with C &amp; H City of Industry!  Thank you for your partnership!! #ACLovesYearofthePig https://t.co/zz5g2a57bH,1,521

"Happy NEW YEAR!😊
Want GREAT looking lashes, Relaxing Facial, Chemical Peel or Waxing!!?

Full classic sets regularly $90, $70! 😳
Full volume sets regularly $125, $105! 🙊
Full hybrid sets… https://t.co/v7BDQYcwyD",1,522

"Kick off the new year with the @IllinoisLottery 10 Years of Cash Instant Ticket. You
could win up to $104,000 a year for the next 10 years! Now, THAT’S a Happy New Year.                                Learn more at https://t.co/rXOkZyvDGX

Play today! https://t.co/n1tXVTJpQP",1,523

@krassenstein Happy New Year!! https://t.co/6Op4iZPze8,1,524

I will be your shield! Let’s play some @PlayOverwatch today! Chinese New Year skins are out! Let’s get em! https://t.co/UgOss13VKk #viperbrood https://t.co/TklRz4kE04,1,525

"Learning to sketch from Pinterest artists, sketching en route to LA on 240119 #artastherapy #sketching #learningtosketch #lifeasalearner #artasahobby #timewellspent #holidays #travelgoals… https://t.co/x3TsNAetVF",1,526

Celebrating Lunar New Year with GTT City of Industry!  Thank you for your partnership!  #ACLovesYearofthePig  #FlyTheFlag https://t.co/nR9FSkxgzL,1,527

Happy to have @GCTigerTracker back in my life. Happy new year everybody!,1,528

happy new year 🎆 em Bc https://t.co/RigCFKPJrp,1,529

"WHAT'S MISSING from https://t.co/FXkeMAX7nv? Something you probably didn't want to see anyway! (You're welcome!)
PLUS, *five* new posts so far this month, in case your #reading habit changed over the #holidays. #blogger https://t.co/DXQsN5MsJc",1,530

"IT WAS ALL A JREAM! Catch us on @twitch tonight drinking @BurleyOak and playing the new Lunar New Year Event on @PlayOverwatch— see you there!

8:00 PM EST at https://t.co/hW4Yw8SQp6 https://t.co/EdYZ9UjKuB",1,531

"#tbt to last years art exhibition “Blooming Fortune” also in partnership with @jamaicaartscenter for Chinese New Year! 

#chinesenewyear #artgallery #resortsworldcasino #resortsworldpr https://t.co/cZn8CtCs1Z",1,532

@MrsGailPierre @MsVivicaFox @FaceTheTruthTV Happy new year to all,1,533

@thebillygregory Happy New Year!,1,534

"It’s January 24, 2019, almost February why are people still saying Merry Christmas and Happy New Year?",1,535

@freshfromFL So yummy perfect for Chinese New Year celebrations 😋,1,536

Celebrating Lunar New Year with our travel partners in Dallas! #ACLovesYearofthePig https://t.co/IMHCAxbHjF,1,537

"@fixihomer1 Hey Mr. BIZZ, how have things been happy New Year!!! ☺️",1,538

@AirBaseK8 second grade students make animals using recycled materials to represent the Beijing Zoo. Chinese New Year Festival 2019. #recyclematerials @Dream_in_Green @HannahHpurcell https://t.co/9o7RdKJIwp,1,539

"@AirBaseK8 Second grade classes celebrate the Chinese New Year filled with Ancient Chinese folktale storytelling, animals, art, culture and traditions. #chinesenewyear2019 @carvalhogibson @MDCPS https://t.co/ThVdq8TQYY",1,540

@Adaliabrand8 Happy New Year Adalia!,1,541

"Happy new year! How much is your home worth in 2019? Find out in 30 seconds! Visit: https://t.co/Yue130pFCl @ Brentwood, Tennessee https://t.co/ze7OAM2z7n",1,542

Some of the food items you can get during Lunar New Year Celebration at Disney California Adventure. https://t.co/EHI41euGs8,1,543

"Happy new year! What’s your home with in 2019? Find out in 39 seconds: https://t.co/LEI8V9KtyW @ Brentwood, Tennessee https://t.co/KDteMa237D",1,544

Lunar New Year Celebration starts tomorrow at Disney California Adventure. https://t.co/ITHDXfknkO,1,545

"The sun is twinkling as he gets ready for bed ... #MalibuBeach #Nobu #RealEstate #CommercialRealEstate #Holidays #TryingToKeepWarm #Vistas #416investments @ Malibu, California https://t.co/u5hcIYwYIG",1,546

"2019 Chinese New Year Parade coming up on March 2nd at 10 am to 3pm!
You don't want to miss it!! It will be held at Fresno Chinatown on F Street between Kern and Tulare streets. Let's celebrate the year of the Boar! https://t.co/S5uNuXaESv",1,547

Going online and seeing all the homies going for the first night of lunar new year @alandt_ryan @BrandonAlandt https://t.co/xMUqUMKO4R,1,548

"Ready for Lunar New Year!

#gelmanicure #design @ Cozy Nail Spa https://t.co/ezr5KE9SCW",1,549

"@ibnHudic Hey Adam, Happy New Year tonyou and your family!!",1,550

"Thank you laurettalove
@Laurettamylove for retweeting my poem! Happy New Year!!💞💚💝 https://t.co/VUXFrOyrcn",1,551

@Polokenny What holiday y’all celebrating? Chinese New Year?,1,552

"@alexburnsNYT Sanders (soon):

HAPPY NEW YEAR EVEN TO MY ENEMIES AND ALL THE HATERS.",1,553

"Did you know about all the Chinese New Year traditions? What to do, what to eat and what not to? 

Today we learn about why potstickers are used in Chinese New Year cooking with a little help from Chef Katie Chin of @LingLingPanda!

#LingLingAsian #SE #ad https://t.co/RB9UvPfwdy",1,554

Starting Lunar New Year tho 🤪,1,555

Lunar New Year kicks off tomorrow! ❤️And I’ll be there for it with @PickyPalate. I can’t wait to tackle https://t.co/4HsGItYZHW! Year of the pig is very fitting for this food adventure we are about… https://t.co/MkOvm4AVdG,1,556

🇺🇸🤩💰{.L.a.s...V.e.g.a.s.}💰🤩🇺🇸#usa #nevada #lasvegas #thestrip #lights #winter2019 #2k19 #bellagio #caesarspalace #holidays #off #workhardplayhard @ Cabo Wabo Las Vegas https://t.co/p02pS3yHbv,1,557

@_mKaye610 @PeriscopeCo @blaine_48 @EicheleGerd @PeriscopeTV Great to see you Mo! Happy New Year!,1,558

"OC Cal Alumni Exotic Dining is back - Chinese New Year Edition!

Join us on 2/23 at Shanghailander Palace in Hacienda Heights

More info &amp; RSVP 👉 https://t.co/q81J2dFPhb",1,559

"Drive down to the coast, jump in the seat newyork_instagram @nycpride @pride_site nyfw @tnyphotobooth - Happy New Year World and Welcome 2019 #fashion #style #lifestyle #menswear… https://t.co/YMWW4b0fO0",1,560

Let us hope and pray for the safety safe return well being and well fare of this child to her family friends and loved ones. God is love God speed and happy new year blessings and loved!!!,1,561

"@TRINArockstarr 👑Trina ...I see you handling your business. 
From 👑Anita in Louisville Kentucky.  Nice art. And I also need a bathing suite like that.  Cute darling &amp; Happy New Year's to you all. Say hello to Trick for me. He's cool as heck. 
n",1,562

"🏮Chinese New Year is February 5th, 2019. We are celebrating the Year of the Pig 🐖 with an All You Can Eat special starting Monday, February 4th to Sunday, February 10th. Mark your… https://t.co/yZ3heljUOK",1,563

@lancearmstrong He is waiting for the Chinese New Year,1,564

Happy Holidays in the Caribbean Seas and Happy New Year's Eve December 31st 2018 aboard the Carnival Cruise Lines from Baltimore Maryland Pride ship to the Bahamas December 28th to January… https://t.co/R3AlovbIiM,1,565

Going Local and Artsy: Hennessy's Inspiration for Chinese New Year | Jing Daily https://t.co/693DCzHKHe,1,566

"Merry Christmas, happy new year, happy birthday. This is the best video ever.  #RogerStoneArrested https://t.co/K2D9mvgVIY",1,567

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/BpBaXToAgo,1,568

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/cP6hCm8Zwt,1,569

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/B89eGZZTGm,1,570

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/pZ8XUuUTeh,1,571

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/mzqFujNkns,1,572

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/9ocyXRfshZ,1,573

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/O1wpqrbpiJ,1,574

Teens enjoyed creating Coke bottle angels at our Main Branch Wednesday night. They filled the angels with positive wishes for 2019 written on slips of paper. Happy New Year! A few angel… https://t.co/2plHVq0OLd,1,575

@lauderbach_art @VAPA_CVESD Happy Lunar New Year! 🧧,1,576

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/9vCX2Ylq8I,1,577

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/EfdiVbvZFS,1,578

We're partnering with the @atlhawks and chika_takai to bring you a dance clinic on Feb 7 from 1-3pm to celebrate lunar new year! Grab your tickets from the link in our bio which will… https://t.co/5P7Xmx8USp,1,579

Paint Branch student are working hard practicing for the Chinese New Year Celebration https://t.co/bHmfQPccfz,1,580

I would like to wish everyone: #新年快樂; #ChúcMừngNămMới; Happy New Year! I welcome the #YearofthePig along with my friends in the #AsianAmerican community. https://t.co/clwCPtcCwW,1,581

Una de las mejores cosas de las vacaciones es que no sabes ni que día mi que hora es (y no te interesa) #Holidays,1,582

"If you love pork, head to a Tao restaurant for the Chinese New Year of the Pig menu. I tried it at @TAOdowntown in New York. Loved the scallion pancakes with pork belly, soup dumplings, pork chops and many desserts. https://t.co/5SB3KoV22F",1,583

if the lunar new year market place doesn’t have soup dumplings this year imma freak,1,584

"How does it feel to majorly influence pop culture, it feels truly fantastic, loving and rewarding. A privilege I would not forsake. That being blessings and honor beloveds. Happy new year blessings and love, God is love!!!",1,585

"Today kicks  of the Lunar Chinese New Year Celebration at Disney's California Adventure Park!! I cannot wait  to go next week, last year Mulan taught me some move and I have been… https://t.co/JQdJBz5rBX",1,586

@silkyjumbo @UnionHallNY Is that the Chinese Lunar New Year of the Celestial Piglet Pig? Is she Hitchhiking?,1,587

Students were treated to a traditional Chinese Lion Dance to celebrate the Chinese New Year! Students loved the rhythm and dance! #ReynProud #SummitSTEM https://t.co/6VJZvly7C0,1,588

Happy New Year 🎆🎊 #mopar #moparnocar #dodge #mydodge #dodgedurango #345hemi #hemi #hemirt #v8 #officialmopar #moparperformance #moparmuscle #moparnation #dodgedart… https://t.co/3SszxTB7GR,1,589

"Monterey Park's Lunar New Year festival is tomorrow! Come and try out juicy gummy'n candies!😉🍬

📆Date: 1/26 (Sat)- 1/27 (Sun) 
⏰Time: 10:00AM- 7:00 PM
📍Location: 5 blocks along Garvey… https://t.co/48IyNZehvv",1,590

"Today on increasing with God, like iron sharpens iron so friends sharpen friends. God is love happy new year blessings and love!!!",1,591

"Today I shared ""The Story of Nian: a Folk Tale from China"" with a class of third graders at @Southfieldk12. The story about Chinese New Year, written by Dr. Wee Bee Geok and illustrated by… https://t.co/DL4afRGdw6",1,592

"Today I shared ""The Story of Nian: a Folk Tale from China"" with a class of third graders at @Southfieldk12. The story about Chinese New Year, written by Dr. Wee Bee Geok and illustrated by… https://t.co/eARLyU0fcZ",1,593

Kindergarten Chinese Immersion celebrating the Chinese New Year. https://t.co/x808LQOi8T,1,594

"Dear black white red yellow green brown blue orange colors, children people you are loved. Let’s calm down and love some more. I love you all, God is love, happy new year blessings and love. God speed!!!",1,595

"God is love, the lord will restore the joy of our salvation. Happy new year blessings and love. God is love, God speed.",1,596

Paint Branch 2nd graders rapping in Chinese for Chinese New Year Celebration. https://t.co/2jhgTfYMDR,1,597

"God bless you all have a blessed weekend,  God speed God is love. Happy new year blessings and love!!!",1,598

A cool thing about January is that if you haven’t seen someone yet you can keep saying happy new year for the whole entire month. It’s great.,1,599

Kindergarten entertain parents and community with a song in Chinese about the Chinese New Year. https://t.co/9yh6XYWSQX,1,600

"Just in time to celebrate the Lunar New Year!!
We will be making a new one next year. Scoop up your limited edition Lucky Pig pin! 
https://t.co/10hW9glzov https://t.co/zoyJBkCTBA",1,601

Excited to see the start of Paint Branch Chinese Immersion's Chinese New Year Celebration.  @pgcps @PaintBranchPTA @Kia_McDaniel @LibbyKara https://t.co/shg7jX7os3,1,602

My manager is going back home to China next week for the Chinese New Year but he did share this little story and he is now my favorite person on the planet https://t.co/TFeY3UbUKU,1,603

Really excited about all this great Lunar New Year merch at DCA. Looks like there are some new types of items compared to previous years! https://t.co/oh4erzn6DF,1,604

Chinese New Year is around the corner. Cleaning house &amp; rebuy your daily cooking tools!  @ZojirushiUSA kahalamalljp #thecompleatkitchen #compleatkitchen #ricecooker #cooking #hawaiilife… https://t.co/MIu7cFSAy0,1,605

HAPPY NEW YEAR 2019 WESTCHESTER KNICKS! LET’S GO WESTCHESTER KNICKS! https://t.co/qZEV6HRONz,1,606

5th grade share fan skills in the Paint Branch Chinese Immersion New Year Celebration @pgcps @PaintBranchPTA https://t.co/JqWYmo8SM0,1,607

9 Ways To Celebrate Chinese New Year In Style #CNY19 https://t.co/lOV38BtSg3,1,608

